texto,categoria,criterio,formato
quiero un reporte de solicitudes en documento editable,tramites,todos,word
Lista solicitante total pantalla!,clientes,todos,pantalla
Exportar a archivo excel los usuarios finales lista completa,clientes,todos,excel
¿es posible obtener los requisitos atrasado en formato portable?,documentos,atrasados,pdf
Reporte política documento editable,politicas,todos,word
GENERAR UN REPORTE DE FUNCIONARIO RESUELTOS EN MOSTRAR,usuarios,completados,pantalla
Quiero un reporte de cliente total en en pdf,clientes,todos,pdf
muéstrame un reporte de trámite total en visualizar,tramites,todos,pantalla
Datos casos en curso formato pdf,tramites,pendientes,pdf
Listado solicitantes en proceso documento pdf,clientes,pendientes,pdf
Sácame un reporte de usuarios en proceso en consola,usuarios,pendientes,pantalla
Descargar reporte de flujos de trabajo completo en en excel,tramites,todos,excel
necesito exportar a archivo excel el listado de peticiones en proceso,tramites,pendientes,excel
Datos diagramas activo documento pdf.,politicas,pendientes,pdf
Descargar reporte de reglas de negocio en archivo pdf,politicas,todos,pdf
Por favor genera un reporte de solicitante atrasado en documento pdf,clientes,atrasados,pdf
Exportar a formato pdf los solicitante,clientes,todos,pdf
¿cómo puedo ver el reporte de empleados fuera de plazo en formato json?,usuarios,atrasados,pantalla
Exportar a en word los reglas de negocio en proceso,politicas,pendientes,word
En formato consola dame los documentos sin terminar,documentos,pendientes,pantalla
descargar reporte de adjuntos en proceso en en pdf,documentos,pendientes,pdf
Listado políticas de negocio activos documento word,politicas,pendientes,word
podrías generarme un reporte de política todas en archivo word,politicas,todos,word
en docx quiero el reporte de ficheros sin filtros,documentos,todos,word
Generar un reporte de política de negocio en proceso en hoja excel.,politicas,pendientes,excel
Crear reporte de diagramas en json,politicas,todos,pantalla
exportar a documento word los ciudadanos,clientes,todos,word
Reporte personal en proceso vista previa,usuarios,pendientes,pantalla
Necesito el reporte de peticiones en en pantalla,tramites,todos,pantalla
Dame los personas en formato xlsx,clientes,todos,excel
Lista empleados completados formato portable,usuarios,completados,pdf
Muéstrame un reporte de operador en formato portable,usuarios,todos,pdf
Podrías generarme un reporte de trámites con demora en formato word,tramites,atrasados,word
Descargar reporte de casos atrasados en en pantalla,tramites,atrasados,pantalla
Sácame un reporte de casos finalizados en archivo word,tramites,completados,word
lista peticiones tardíos xlsx,tramites,atrasados,excel
Lista políticas de negocio hoja de cálculo,politicas,todos,excel
Obtener reporte de políticas todas en formato pdf,politicas,todos,pdf
Necesito exportar a formato word el listado de flujos de trabajo pendiente,tramites,pendientes,word
lista requisitos terminados formato pdf,documentos,completados,pdf
Obtener reporte de ficheros en proceso en documento word,documentos,pendientes,word
Reporte ciudadanos formato pdf,clientes,todos,pdf
lista personal procesando documento editable,usuarios,pendientes,word
¿cómo puedo ver el reporte de flujos de trabajo demorados en en excel?!,tramites,atrasados,excel
¿es posible obtener los trámite aprobados en documento pdf?,tramites,completados,pdf
Muéstrame un reporte de documentos en hoja excel,documentos,todos,excel
Generar un reporte de fichero en formato word,documentos,todos,word
Quiero un reporte de diagramas de actividad fuera de plazo en consola,politicas,atrasados,pantalla
Dame los política de negocio sin terminar en formato hoja excel,politicas,pendientes,excel
Podrías generarme un reporte de solicitante todos en formato excel,clientes,todos,excel
Lista archivo formato portable,documentos,todos,pdf
Muéstrame un reporte de solicitante en hoja excel.,clientes,todos,excel
Necesito el reporte de requisitos en hoja de cálculo,documentos,todos,excel
Sácame un reporte de política de negocio demorado en hoja de cálculo,politicas,atrasados,excel
Exportar a excel los flujos de trabajo activos,tramites,pendientes,excel
obtener reporte de requisitos en documento editable,documentos,todos,word
GENERAR UN REPORTE DE POLÍTICAS EN VISUALIZAR,politicas,todos,pantalla
Dame los solicitante global en formato documento pdf,clientes,todos,pdf
sácame un reporte de personas terminado en formato json,clientes,completados,pantalla
Crear reporte de procesos en formato pdf!,tramites,todos,pdf
Dame los operador vencido en formato en pdf,usuarios,atrasados,pdf
quiero un reporte de funcionarios en documento word,usuarios,todos,word
reporte funcionario visualizar,usuarios,todos,pantalla
necesito el reporte de funcionario resueltos en vista previa,usuarios,completados,pantalla
generar un reporte de procesos en documento pdf,tramites,todos,pdf
Reporte peticiones general archivo pdf,tramites,todos,pdf
En formato json dame los trámite aprobados,tramites,completados,pantalla
Quiero un reporte de operadores en pdf,usuarios,todos,pdf
¿cómo puedo ver el reporte de funcionario atrasados en formato excel?,usuarios,atrasados,excel
lista usuarios finales en word,clientes,todos,word
HAZME UN REPORTE DE USUARIOS FINALES LISTA COMPLETA EN FORMATO EXCEL,clientes,todos,excel
Datos cliente resueltos en pdf!,clientes,completados,pdf
Quiero un reporte de diagramas de actividad en curso en documento editable,politicas,pendientes,word
Generar un reporte de usuarios finales en visualizar,clientes,todos,pantalla
Lista fichero general consola,documentos,todos,pantalla
Muéstrame un reporte de operadores en hoja excel,usuarios,todos,excel
En formato documento pdf dame los usuarios finales terminado,clientes,completados,pdf
quiero exportar en archivo excel las personas todos,clientes,todos,excel
Obtener reporte de usuarios finales en docx.,clientes,todos,word
Necesito exportar a hoja de cálculo el listado de política de negocio sin filtros,politicas,todos,excel
Muéstrame un reporte de funcionario en documento pdf,usuarios,todos,pdf
Muéstrame un reporte de ciudadanos en docx,clientes,todos,word
reporte clientes json,clientes,todos,pantalla
Generar un reporte de peticiones en json.,tramites,todos,pantalla
Podrías generarme un reporte de ciudadanos todas en visualizar,clientes,todos,pantalla
Obtener reporte de fichero en mostrar,documentos,todos,pantalla
Dame los solicitantes en formato formato word,clientes,todos,word
Quiero exportar en excel las solicitudes activo,tramites,pendientes,excel
Podrías generarme un reporte de papeles hechos en json,documentos,completados,pantalla
DATOS CLIENTES FINALIZADO ARCHIVO EXCEL,clientes,completados,excel
Crear reporte de política de negocio en ver,politicas,todos,pantalla
Muéstrame un reporte de papeles global en excel,documentos,todos,excel
Generar un reporte de flujos de trabajo en proceso en archivo word,tramites,pendientes,word
Descargar reporte de documentos en curso en formato word,documentos,pendientes,word
Necesito exportar a archivo pdf el listado de diagramas con demora,politicas,atrasados,pdf
Lista archivos json,documentos,todos,pantalla
Obtener reporte de archivo en formato pdf,documentos,todos,pdf
Obtener reporte de trámites en visualizar,tramites,todos,pantalla
Muéstrame un reporte de políticas en mostrar,politicas,todos,pantalla
Reporte adjuntos terminados json,documentos,completados,pantalla
¿cómo puedo ver el reporte de funcionarios sin filtros en pdf?,usuarios,todos,pdf
Reporte ciudadanos en pdf,clientes,todos,pdf
Datos personal aprobado word,usuarios,completados,word
Exportar a hoja de cálculo los archivos,documentos,todos,excel
Podrías generarme un reporte de operador activo en documento word,usuarios,pendientes,word
Dame los operadores todos en formato consola,usuarios,todos,pantalla
sácame un reporte de funcionario fuera de plazo en hoja de cálculo,usuarios,atrasados,excel
Necesito exportar a visualizar el listado de ficheros pendiente,documentos,pendientes,pantalla
dame los trámite total en formato consola,tramites,todos,pantalla
Quiero un reporte de funcionarios en en pantalla,usuarios,todos,pantalla
Reporte política con retraso formato json,politicas,atrasados,pantalla
Exportar a formato word los peticiones aprobado,tramites,completados,word
Quiero un reporte de funcionarios en formato portable,usuarios,todos,pdf
Crear reporte de solicitudes en pdf,tramites,todos,pdf
Reporte usuario pdf,usuarios,todos,pdf
Muéstrame un reporte de ciudadanos en en pdf,clientes,todos,pdf
Necesito el reporte de flujos de trabajo en documento editable,tramites,todos,word
Podrías generarme un reporte de cliente con retraso en documento pdf,clientes,atrasados,pdf
Podrías generarme un reporte de personas en progreso en docx.,clientes,pendientes,word
¿cómo puedo ver el reporte de reglas atrasado en hoja de cálculo?,politicas,atrasados,excel
dame los empleado en formato xlsx.,usuarios,todos,excel
Descargar en documento pdf el reporte de papeles sin filtros,documentos,todos,pdf
Quisiera ver la lista de archivo atrasado y bajarla en en excel,documentos,atrasados,excel
muéstrame un reporte de reglas de negocio en visualizar,politicas,todos,pantalla
Datos procesos completado en word,tramites,completados,word
Podrías generarme un reporte de personas con retraso en word.,clientes,atrasados,word
Exportar a excel los diagramas pendientes,politicas,pendientes,excel
En formato xlsx dame los archivos cualquiera!,documentos,todos,excel
Quiero un reporte de fichero terminados en en pantalla!,documentos,completados,pantalla
Exportar a archivo pdf los adjuntos,documentos,todos,pdf
Reporte solicitante documento pdf!,clientes,todos,pdf
Reporte cliente formato word,clientes,todos,word
Podrías generarme un reporte de política procesando en xlsx.,politicas,pendientes,excel
En formato en pdf dame los cliente finalizado,clientes,completados,pdf
Podrías generarme un reporte de reglas aprobados en hoja de cálculo.,politicas,completados,excel
Necesito el reporte de cliente atrasados en xlsx!,clientes,atrasados,excel
Exportar a en word los cliente global,clientes,todos,word
Descargar reporte de política de negocio en documento word.,politicas,todos,word
Quiero un reporte de empleado aprobados en formato portable,usuarios,completados,pdf
Dame los trámite en formato documento word.,tramites,todos,word
Quiero un reporte de política en progreso en mostrar,politicas,pendientes,pantalla
Sácame un reporte de política tardíos en docx,politicas,atrasados,word
Generar un reporte de archivo en pantalla,documentos,todos,pantalla
Muéstrame un reporte de personas terminados en excel,clientes,completados,excel
Obtener reporte de diagramas de actividad en formato pdf,politicas,todos,pdf
Descargar en archivo excel el reporte de requisitos global,documentos,todos,excel
Podrías generarme un reporte de archivos general en documento pdf.,documentos,todos,pdf
Necesito el reporte de políticas completo en hoja de cálculo,politicas,todos,excel
descargar reporte de reglas de negocio activos en formato json,politicas,pendientes,pantalla
Lista requisitos todos visualizar,documentos,todos,pantalla
Descargar reporte de empleado todas en word,usuarios,todos,word
Hazme un reporte de ciudadanos aprobado en archivo pdf!,clientes,completados,pdf
Quiero un reporte de trámites en en pdf.,tramites,todos,pdf
Quiero un reporte de solicitante global en formato portable,clientes,todos,pdf
Quisiera ver la lista de operador total y bajarla en en pdf,usuarios,todos,pdf
Lista funcionarios archivo word,usuarios,todos,word
Reporte fichero archivo pdf,documentos,todos,pdf
En formato vista previa dame los procesos con demora,tramites,atrasados,pantalla
quiero un reporte de funcionarios lista completa en documento word,usuarios,todos,word
Muéstrame un reporte de diagramas de actividad resuelto en formato excel,politicas,completados,excel
Quisiera ver la lista de personas terminado y bajarla en archivo excel,clientes,completados,excel
